0.0,0.52,0.52,5.24
0.01,0.52,0.52,5.16
0.04,0.52,0.48,4.85
0.08,0.52,0.44,4.4
0.14,0.52,0.39,3.86
0.2,0.52,0.33,3.26
0.26,0.52,0.27,2.66
0.32,0.52,0.21,2.06
0.37,0.52,0.15,1.5
0.42,0.52,0.1,1.02
0.46,0.52,0.06,0.62
0.5,0.52,0.03,0.27
0.52,0.52,0.0,0.02
0.54,0.52,-0.02,-0.18
0.56,0.52,-0.03,-0.31
0.56,0.52,-0.04,-0.4
0.57,0.52,-0.04,-0.45
0.57,0.52,-0.04,-0.45
0.57,0.52,-0.04,-0.45
0.57,0.52,-0.04,-0.42
0.56,0.52,-0.04,-0.4
0.56,0.52,-0.04,-0.37
0.56,0.52,-0.04,-0.36
0.56,0.52,-0.03,-0.33
0.55,0.52,-0.03,-0.3
0.55,0.52,-0.03,-0.28
0.55,0.52,-0.03,-0.27
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
0.55,0.52,-0.03,-0.25
